beneficiary_id,age,last_transaction_days,monthly_amount,transaction_frequency,aadhaar_verified,bank_account_reuse_count,death_record_match,location_mismatch,fraud_label
B02418,63,2,2105,2,1,1,0,0,0
B02419,37,3,4397,2,1,1,0,0,0
B02420,73,19,1402,2,1,1,0,0,0
B02421,68,9,1244,3,0,1,0,0,0
B02422,67,3,2556,3,1,1,0,0,0
B02423,43,14,3207,2,1,1,0,0,0
B02424,66,18,3603,2,1,1,0,0,0
B02425,41,9,2479,3,1,1,0,0,0
B02426,78,16,2481,2,1,1,0,0,0
B02427,83,28,4474,4,1,1,0,0,0
B02428,69,5,1884,3,1,1,0,0,0
B02429,46,180,2841,2,1,1,0,0,1
B02430,70,16,4251,1,1,1,0,0,0
B02431,44,18,4728,4,1,1,0,0,0
B02432,24,13,3207,4,1,3,0,0,1
B02433,51,7,4914,3,1,1,0,0,0
B02434,45,26,3122,4,1,1,0,0,0
B02435,55,27,4414,4,1,4,0,0,1
B02436,74,20,1621,2,1,1,0,0,0
B02437,21,16,2320,1,0,1,0,0,0
B02438,51,311,3845,3,1,1,0,0,1
B02439,93,6,4634,5,1,1,1,0,1
B02440,72,3,1286,1,1,1,0,0,0
B02441,92,18,2778,3,1,1,0,0,0
B02442,91,21,1999,5,0,1,1,0,1
B02443,83,7,3261,2,1,1,0,0,0
B02444,67,15,3799,4,1,1,0,0,0
B02445,35,29,2219,4,1,1,0,0,0
B02446,64,13,2162,1,1,1,0,0,0
B02447,61,2,4131,4,1,1,0,0,0
B02448,75,10,3655,1,1,1,0,0,0
B02449,75,11,3326,3,1,1,0,0,0
B02450,29,27,2961,2,1,1,0,0,0
B02451,24,14,3567,1,1,1,0,0,0
B02452,97,14,2195,2,1,1,0,0,0
B02453,38,11,3713,2,1,3,0,0,1
B02454,75,26,1110,4,1,1,0,0,0
B02455,54,10,3285,2,1,1,0,0,0
B02456,64,15,2822,6,1,1,0,0,1
B02457,65,2,1662,4,1,1,0,0,0
B02458,87,27,1157,4,1,1,0,0,0
B02459,40,8,3106,2,1,1,0,0,0
B02460,96,16,2823,1,1,1,0,0,0
B02461,64,14,2935,2,1,1,0,0,0
B02462,58,17,2725,3,1,1,0,0,0
B02463,94,24,1462,2,1,1,0,0,0
B02464,24,7,2292,1,0,1,0,0,0
B02465,92,11,2239,4,0,1,0,0,0
B02466,40,10,1042,2,1,1,0,0,0
B02467,75,15,4577,3,0,1,0,0,0
B02468,36,10,3392,4,0,1,0,0,1
B02469,72,4,3572,1,1,1,0,0,0
B02470,50,17,4889,1,1,1,0,0,0
B02471,42,10,3530,2,1,1,0,0,0
B02472,66,23,2568,1,1,1,0,0,0
B02473,76,12,1777,3,1,1,0,0,0
B02474,54,18,1411,1,1,1,0,0,0
B02475,81,16,2892,1,1,1,0,0,0
B02476,73,11,1564,4,1,1,0,0,0
B02477,81,9,3959,3,1,1,0,0,0
B02478,49,18,3738,1,1,1,0,0,0
B02479,55,15,3395,1,1,1,0,0,0
B02480,23,1,3301,3,1,1,0,0,0
B02481,60,16,1809,3,1,1,0,0,0
B02482,42,3,2339,4,1,1,0,0,0
B02483,26,364,3943,1,1,1,0,0,1
B02484,84,10,2750,3,1,1,0,0,0
B02485,59,3,3848,4,1,1,0,0,0
B02486,64,24,4774,1,1,1,0,0,0
B02487,44,27,2529,2,1,1,0,0,0
B02488,74,22,1204,1,1,1,0,0,0
B02489,20,11,3058,2,1,1,0,0,0
B02490,71,23,1517,4,1,1,0,0,0
B02491,56,10,1421,1,0,1,0,0,0
B02492,55,16,4491,2,1,1,0,0,0
B02493,57,12,2582,1,0,1,0,0,0
B02494,67,25,1834,2,0,1,0,0,0
B02495,52,20,3806,4,1,1,0,0,0
B02496,76,21,1637,1,1,1,0,0,0
B02497,41,18,4696,3,1,1,0,0,0
B02498,84,6,2643,4,0,1,0,0,0
B02499,41,7,1805,1,1,1,0,0,0
B02500,63,18,3191,1,1,1,0,0,0
B02501,80,5,2804,2,1,5,0,0,1
B02502,55,19,2258,3,0,1,0,0,1
B02503,28,9,1786,1,1,1,0,0,0
B02504,40,26,2299,1,0,1,0,0,0
B02505,63,6,3446,3,1,1,0,0,0
B02506,41,18,2470,4,1,1,0,0,0
B02507,60,14,2596,3,0,1,0,0,1
B02508,41,7,4926,1,0,1,0,0,0
B02509,52,28,2282,1,1,1,0,0,0
B02510,22,5,4263,4,1,1,0,0,0
B02511,42,8,3609,3,1,1,0,0,0
B02512,52,3,2912,4,1,1,0,0,0
B02513,65,15,4368,2,1,1,0,0,0
B02514,21,5,1429,2,1,1,0,0,0
B02515,69,17,3326,2,1,1,0,0,0
B02516,64,10,3936,3,1,1,0,0,0
B02517,99,27,3491,4,1,1,1,0,1
B02518,97,15,1253,3,1,1,1,0,1
B02519,27,24,4576,1,1,1,0,0,0
B02520,44,21,1749,3,1,1,0,0,0
B02521,97,19,3107,1,1,1,0,0,0
B02522,90,1,2384,3,1,1,0,0,0
B02523,41,18,1148,4,1,1,0,0,0
B02524,59,20,4282,2,1,1,0,0,0
B02525,58,10,3269,2,1,1,0,0,0
B02526,72,1,3448,2,0,1,0,0,0
B02527,66,12,1367,4,1,1,0,0,0
B02528,67,28,4520,1,1,1,0,0,0
B02529,71,3,2967,2,1,5,0,0,1
B02530,78,28,1269,1,1,1,0,0,0
B02531,45,240,3064,2,1,1,0,0,1
B02532,40,16,2322,3,1,1,0,0,0
B02533,43,26,4495,3,1,1,0,0,0
B02534,76,14,1277,1,1,1,0,0,0
B02535,75,6,1605,4,1,1,0,0,0
B02536,57,5,4461,2,1,1,0,0,0
B02537,78,15,4498,1,1,1,0,0,0
B02538,78,9,4991,2,1,1,0,0,0
B02539,74,10,4570,2,1,1,0,0,0
B02540,61,18,3802,1,1,1,0,0,0
B02541,49,24,3340,4,1,1,0,0,0
B02542,95,12,1242,5,1,1,1,0,1
B02543,59,8,3563,3,1,1,0,0,0
B02544,66,24,3723,3,1,1,0,0,0
B02545,66,26,2712,2,1,1,0,0,0
B02546,31,14,2312,4,1,1,0,0,0
B02547,56,22,3187,2,1,1,0,0,0
B02548,63,19,2530,2,1,5,0,0,1
B02549,28,390,1939,3,1,1,0,0,1
B02550,70,17,3556,4,1,1,0,0,0
B02551,93,25,2722,3,1,1,0,0,0
B02552,65,9,4354,1,1,1,0,0,0
B02553,48,4,2362,2,1,1,0,0,0
B02554,46,12,2283,3,1,1,0,0,0
B02555,66,13,4267,2,1,1,0,0,0
B02556,82,25,3686,2,1,1,0,0,0
B02557,51,28,2523,2,1,1,0,0,0
B02558,27,11,3390,4,1,1,0,0,0
B02559,50,13,1006,3,1,1,0,0,0
B02560,72,7,3428,4,1,1,0,0,0
B02561,74,24,4647,3,1,1,0,0,0
B02562,86,13,3048,1,1,1,0,0,0
B02563,74,7,3512,1,1,1,0,0,0
B02564,34,26,3214,3,1,3,0,0,1
B02565,36,21,4121,2,1,1,0,0,0
B02566,35,13,3689,3,1,5,0,0,1
B02567,51,9,3696,1,1,1,0,0,0
B02568,70,19,2469,4,0,1,0,0,0
B02569,39,2,2709,1,1,1,0,0,0
B02570,96,24,2199,1,1,1,0,0,0
B02571,77,23,3132,4,1,1,0,0,0
B02572,73,1,1694,2,0,1,0,0,0
B02573,95,16,3451,3,1,1,0,0,0
B02574,69,2,1307,2,1,1,0,0,0
B02575,77,22,2094,3,0,1,1,0,1
B02576,71,26,3900,3,0,1,0,0,0
B02577,63,15,4817,2,1,1,0,0,0
B02578,64,24,1095,3,1,1,0,0,0
B02579,52,11,3113,3,1,1,0,0,0
B02580,58,7,3998,4,1,1,0,0,0
B02581,66,17,3058,1,1,1,0,0,0
B02582,79,7,4615,4,0,1,0,0,0
B02583,51,13,4479,4,1,1,0,0,0
B02584,76,17,3112,2,1,1,0,0,0
B02585,50,25,1209,4,0,1,0,0,0
B02586,71,29,2576,4,1,1,0,0,0
B02587,68,5,3348,2,1,1,0,0,0
B02588,93,10,3574,1,0,1,0,0,0
B02589,78,24,2701,4,0,1,0,0,0
B02590,91,14,4494,3,1,1,0,0,0
B02591,70,25,1241,3,1,1,0,0,0
B02592,49,5,2020,2,1,1,0,0,0
B02593,98,17,4982,4,1,1,0,0,0
B02594,91,2,3644,4,1,1,0,0,0
B02595,27,7,4169,1,1,1,0,0,0
B02596,93,15,4574,5,1,1,1,0,1
B02597,25,3,4771,2,1,1,0,0,0
B02598,94,21,3747,4,0,1,0,0,0
B02599,99,5,4606,4,1,1,1,0,1
B02600,79,6,3235,3,1,1,1,0,1
B02601,78,16,2693,4,1,1,0,0,0
B02602,40,25,4202,3,1,1,0,0,0
B02603,87,11,1530,1,1,1,0,0,0
B02604,57,4,2715,2,1,1,0,0,0
B02605,64,21,4583,4,1,1,0,0,0
B02606,88,22,1180,1,1,1,0,0,0
B02607,85,20,1650,3,1,1,1,0,1
B02608,68,5,1076,4,1,1,0,0,0
B02609,66,16,3701,2,1,1,0,0,0
B02610,63,6,2069,3,1,1,0,0,0
B02611,81,12,3156,1,1,1,0,0,0
B02612,75,24,1982,2,0,1,0,0,0
B02613,34,24,2977,1,1,1,0,0,0
B02614,87,1,1600,2,1,1,0,0,0
B02615,65,22,4822,4,1,1,0,0,0
B02616,57,22,3321,1,0,1,0,0,0
B02617,63,14,3576,3,1,1,0,0,0
B02618,23,8,3698,1,1,1,0,0,0
B02619,67,27,4539,2,1,1,0,0,0
B02620,82,25,3272,4,0,1,0,0,0
B02621,75,23,4350,2,1,1,0,0,0
B02622,30,28,2121,4,1,1,0,0,0
B02623,31,16,2932,4,1,1,0,0,0
B02624,99,29,1075,5,1,1,1,0,1
B02625,76,28,1799,2,1,1,0,0,0
B02626,51,7,1127,1,1,1,0,0,0
B02627,56,26,3839,1,1,1,0,0,0
B02628,87,7,3452,1,1,1,0,0,0
B02629,75,22,2006,1,1,1,0,0,0
B02630,73,20,3319,3,1,1,0,0,0
B02631,68,12,3368,3,1,1,0,0,0
B02632,75,16,4962,1,1,1,0,0,0
B02633,49,4,1539,4,1,3,0,0,1
B02634,41,1,4251,4,1,1,0,0,0
B02635,20,10,2098,4,1,1,0,0,0
B02636,43,2,1410,4,1,1,0,0,0
B02637,51,15,2986,3,1,1,0,0,0
B02638,80,8,1305,4,1,1,1,0,1
B02639,80,20,4000,2,1,1,0,0,0
B02640,30,11,1636,1,1,1,0,0,0
B02641,95,11,1336,4,1,1,0,0,0
B02642,75,2,3031,2,1,1,0,0,0
B02643,93,23,1664,2,1,1,0,0,0
B02644,88,7,4521,1,1,1,0,0,0
B02645,77,18,4941,2,1,1,0,0,0
B02646,69,27,1131,4,1,1,0,0,0
B02647,74,8,4647,4,1,1,0,0,0
B02648,71,4,1442,3,1,1,0,0,0
B02649,64,359,3966,1,1,1,0,0,1
B02650,58,13,1934,3,1,1,0,0,0
B02651,79,14,4686,1,1,1,0,0,0
B02652,73,2,3552,4,0,1,0,0,0
B02653,97,5,3946,3,1,1,0,0,0
B02654,60,13,2867,2,0,1,0,0,1
B02655,48,20,1332,4,1,1,0,0,0
B02656,70,16,3248,3,1,1,0,0,0
B02657,85,27,3930,1,0,1,0,0,1
B02658,26,13,3340,4,1,1,0,0,0
B02659,30,2,4026,3,1,1,0,0,0
B02660,87,19,4855,2,1,1,0,0,0
B02661,71,22,2551,1,1,1,0,0,0
B02662,68,17,1580,1,1,1,0,0,0
B02663,43,11,1972,4,1,1,0,0,0
B02664,62,17,3743,3,1,1,0,0,0
B02665,40,13,3357,1,1,1,0,0,0
B02666,75,19,2770,1,1,1,0,0,0
B02667,98,17,2205,1,1,1,0,0,0
B02668,96,22,3722,4,1,1,0,0,0
B02669,42,18,1747,4,1,1,0,0,0
B02670,67,26,1720,1,1,1,0,0,0
B02671,78,20,3332,4,1,1,0,0,0
B02672,23,15,4587,1,1,1,0,0,0
B02673,71,9,3658,6,1,1,0,0,1
B02674,95,2,3443,9,1,1,0,0,1
B02675,23,23,1000,3,1,1,0,0,0
B02676,63,20,2181,1,1,1,0,0,0
B02677,57,2,3844,3,1,1,0,0,0
B02678,79,13,3364,1,1,1,0,0,0
B02679,66,14,1519,3,1,4,0,0,1
B02680,55,29,2098,2,1,1,0,0,0
B02681,52,18,3754,2,1,1,0,0,0
B02682,43,15,2522,3,1,1,0,0,0
B02683,79,17,4647,1,1,1,0,0,0
B02684,71,25,3211,2,1,1,0,0,0
B02685,65,21,1535,3,1,1,0,0,0
B02686,77,24,2403,4,1,1,0,0,0
B02687,64,23,1964,2,1,1,0,0,0
B02688,79,15,3752,3,1,1,0,0,0
B02689,41,12,4545,1,1,1,0,0,0
B02690,70,15,4011,1,1,1,0,0,0
B02691,66,25,1071,1,1,1,0,0,0
B02692,53,21,3048,2,1,1,0,0,0
B02693,21,28,2815,3,1,1,0,0,0
B02694,90,3,3646,2,1,1,0,0,0
B02695,96,19,2568,3,1,1,0,0,0
B02696,20,17,2047,3,1,1,0,0,0
B02697,74,1,1567,9,1,1,0,0,1
B02698,49,10,1733,4,1,1,0,0,0
B02699,82,10,1730,4,1,1,0,0,0
B02700,46,11,1160,1,1,1,0,0,0
B02701,69,22,1316,3,1,3,0,0,1
B02702,70,23,3422,2,1,1,0,0,0
B02703,22,18,3915,4,0,1,0,0,0
B02704,81,1,3816,2,1,1,0,0,0
B02705,77,13,1855,2,1,1,0,0,0
B02706,46,23,1195,4,0,1,0,0,0
B02707,49,4,4853,3,1,1,0,0,0
B02708,48,8,3814,7,1,1,0,0,1
B02709,55,3,2763,2,1,1,0,0,0
B02710,42,26,3949,2,1,1,0,0,0
B02711,71,7,2023,1,0,1,0,0,0
B02712,22,13,1025,3,1,1,0,0,0
B02713,43,11,4184,2,1,1,0,0,0
B02714,93,29,4041,2,1,1,0,0,0
B02715,88,13,1381,1,1,4,0,0,1
B02716,56,10,4763,2,1,1,0,0,0
B02717,40,14,4207,2,1,1,0,0,0
B02718,74,26,3271,3,1,1,0,0,0
B02719,54,25,2424,2,0,1,0,0,0
B02720,89,18,4237,4,1,1,1,0,1
B02721,98,15,4531,1,1,1,0,0,0
B02722,72,8,4742,2,1,1,0,0,0
B02723,42,19,3450,1,1,1,0,0,0
B02724,63,7,3371,4,1,1,0,0,0
B02725,87,5,1314,5,1,1,1,0,1
B02726,68,16,3000,2,1,1,0,0,0
B02727,42,28,3430,1,1,1,0,0,0
B02728,42,13,2181,4,1,1,0,0,0
B02729,63,11,4505,3,1,1,0,0,0
B02730,68,19,4190,1,0,1,0,0,1
B02731,99,29,2930,1,1,1,0,0,0
B02732,49,4,3078,3,1,1,0,0,0
B02733,68,7,1846,1,1,1,0,0,0
B02734,53,29,2749,4,1,1,0,0,0
B02735,79,20,4954,4,1,1,0,0,0
B02736,85,5,4950,4,1,1,0,0,0
B02737,90,14,4534,3,1,1,1,0,1
B02738,59,6,4087,3,1,1,0,0,0
B02739,73,27,3401,2,1,1,0,0,0
B02740,63,20,3606,1,1,1,0,0,0
B02741,71,14,3200,2,1,1,0,0,0
B02742,29,22,4603,3,1,1,0,0,0
B02743,45,18,3832,4,1,1,0,0,0
B02744,81,11,3910,1,1,1,0,0,0
B02745,20,23,4988,2,1,1,0,0,0
B02746,63,10,2600,3,1,1,0,0,0
B02747,93,15,1324,1,1,1,0,0,0
B02748,68,9,4008,1,1,1,0,0,0
B02749,55,29,4457,4,1,1,0,0,0
B02750,69,204,4536,4,1,1,0,0,1
B02751,76,17,3083,2,1,1,0,0,0
B02752,86,12,1101,1,1,1,0,0,0
B02753,36,23,1948,1,1,1,0,0,0
B02754,62,24,3959,1,1,4,0,0,1
B02755,23,21,2513,2,1,1,0,0,0
B02756,78,15,4218,2,0,1,0,0,0
B02757,71,6,3711,4,1,1,0,0,0
B02758,82,23,1334,5,0,1,1,0,1
B02759,21,5,4566,2,0,1,0,0,0
B02760,57,15,3791,4,1,1,0,0,0
B02761,58,3,4044,2,1,1,0,0,0
B02762,75,6,3056,3,1,1,0,0,0
B02763,47,21,3223,1,1,1,0,0,0
B02764,49,20,4857,3,1,1,0,0,0
B02765,72,27,2922,2,1,1,0,0,0
B02766,69,28,2254,3,1,1,0,0,0
B02767,45,182,3074,2,1,1,0,0,1
B02768,43,10,2029,1,1,1,0,0,0
B02769,77,7,4613,1,1,1,0,0,0
B02770,63,16,3979,2,0,1,0,0,1
B02771,88,16,2607,4,1,1,1,0,1
B02772,51,13,1677,4,1,1,0,0,0
B02773,62,2,3377,4,1,1,0,0,0
B02774,60,15,3821,3,1,1,0,0,0
B02775,43,8,1787,4,1,1,0,0,0
B02776,54,26,2548,4,1,1,0,0,0
B02777,64,10,3739,1,0,1,0,0,0
B02778,76,20,3273,3,1,1,0,0,0
B02779,71,25,1561,4,1,4,0,0,1
B02780,57,19,3878,4,1,1,0,0,0
B02781,59,23,2003,2,1,1,0,0,0
B02782,52,225,4380,1,1,1,0,0,1
B02783,96,18,4676,4,1,1,0,0,0
B02784,74,11,4336,4,1,1,0,0,0
B02785,54,18,2315,1,1,1,0,0,0
B02786,77,17,1621,3,1,1,0,0,0
B02787,78,6,1123,2,0,1,0,0,0
B02788,84,22,2738,2,1,1,0,0,0
B02789,89,29,2069,4,1,1,0,0,0
B02790,60,9,4740,1,1,1,0,0,0
B02791,86,1,2206,5,1,1,1,0,1
B02792,83,7,3844,3,1,1,0,0,0
B02793,46,332,2197,1,1,1,0,0,1
B02794,93,23,4132,2,1,1,0,0,0
B02795,41,12,1343,1,1,1,0,0,0
B02796,77,6,2833,1,1,1,0,0,0
B02797,83,2,4680,8,1,1,0,0,1
B02798,33,13,1760,3,1,1,0,0,0
B02799,40,27,3177,4,1,1,0,0,0
B02800,89,16,3511,1,1,1,0,0,0
B02801,72,7,1472,3,1,1,0,0,0
B02802,65,6,3216,1,1,1,0,0,0
B02803,66,19,1713,2,1,1,0,0,0
B02804,82,5,3548,3,1,1,0,0,0
B02805,58,24,4419,2,1,1,0,0,0
B02806,58,14,2828,1,1,1,0,0,0
B02807,78,23,1809,1,1,1,0,0,0
B02808,77,17,2982,1,1,1,0,0,0
B02809,78,25,1564,4,0,1,0,0,0
B02810,74,14,4626,2,1,1,0,0,0
B02811,80,13,1861,4,1,1,0,0,0
B02812,75,16,4699,4,0,1,0,0,0
B02813,38,9,3291,3,1,1,0,0,0
B02814,86,25,1714,4,1,1,0,0,0
B02815,35,11,2618,3,1,1,0,0,0
B02816,62,9,3999,4,1,1,0,0,0
B02817,61,6,4147,4,1,1,0,0,0
B02818,77,23,4610,2,0,1,0,0,0
B02819,60,16,3617,3,1,1,0,0,0
B02820,89,11,2877,3,1,1,1,0,1
B02821,63,8,4191,4,0,1,0,0,0
B02822,49,10,2697,3,1,1,0,0,0
B02823,93,9,2470,3,1,1,0,0,0
B02824,73,26,4303,4,1,1,0,0,0
B02825,49,15,2720,2,1,3,0,0,1
B02826,53,4,2865,2,1,1,0,0,0
B02827,68,26,3323,8,1,1,0,0,1
B02828,42,9,4346,2,1,1,0,0,0
B02829,58,23,1637,4,1,1,0,0,0
B02830,75,6,1339,2,1,1,0,0,0
B02831,99,22,3687,5,1,1,1,0,1
B02832,88,4,3178,2,0,1,0,0,1
B02833,35,7,2505,2,1,1,0,0,0
B02834,66,26,2015,4,1,1,0,0,0
B02835,79,25,3745,3,1,1,0,0,0
B02836,58,20,3352,1,1,1,0,0,0
B02837,70,23,3785,3,1,1,0,0,0
B02838,91,13,4572,2,1,1,0,0,0
B02839,57,1,2077,4,0,1,0,0,0
B02840,21,343,1855,2,1,1,0,0,1
B02841,43,6,1708,3,0,1,0,0,0
B02842,40,7,4540,4,1,1,0,0,0
B02843,92,19,3862,3,1,1,0,0,0
B02844,48,11,4834,3,1,3,0,0,1
B02845,41,9,1193,3,1,1,0,0,0
B02846,44,13,2224,4,0,1,0,0,0
B02847,29,8,2387,2,1,1,0,0,0
B02848,37,10,4238,1,0,1,0,0,0
B02849,93,27,4211,2,1,1,0,0,0
B02850,79,9,4353,4,1,1,0,0,0
B02851,66,27,3939,1,1,1,0,0,0
B02852,61,14,4290,3,1,1,0,0,0
B02853,73,5,1238,1,1,1,0,0,0
B02854,68,10,4034,4,1,1,0,0,0
B02855,56,7,4247,2,1,1,0,0,0
B02856,99,4,2908,4,1,1,0,0,0
B02857,72,24,1534,3,1,1,0,0,0
B02858,92,24,3738,4,0,1,0,0,1
B02859,49,25,2314,9,1,1,0,0,1
B02860,82,29,3704,1,0,1,0,0,0
B02861,48,28,1225,3,1,1,0,0,0
B02862,69,18,1565,4,1,1,0,0,0
B02863,72,340,1877,1,1,1,0,0,1
B02864,42,22,2745,9,1,1,0,0,1
B02865,92,10,3990,2,1,1,0,0,0
B02866,71,28,1214,1,1,1,0,0,0
B02867,55,16,3963,2,0,1,0,0,0
B02868,87,20,3949,1,0,1,0,0,0
B02869,76,17,1292,3,1,1,0,0,0
B02870,66,6,1917,1,1,1,0,0,0
B02871,37,308,3653,2,1,1,0,0,1
B02872,64,4,2862,3,0,4,0,0,1
B02873,61,11,1414,3,1,1,0,0,0
B02874,33,23,4160,2,1,1,0,0,0
B02875,68,13,2360,2,0,1,0,0,0
B02876,47,25,1311,2,1,1,0,0,0
B02877,70,5,3690,4,1,1,0,0,0
B02878,35,28,4159,4,1,1,0,0,0
B02879,97,28,1581,2,0,1,0,0,0
B02880,63,25,3189,1,0,1,0,0,0
B02881,70,4,3707,3,1,1,0,0,0
B02882,57,1,3560,6,1,1,0,0,1
B02883,97,17,1395,4,1,1,0,0,0
B02884,97,25,2084,1,1,1,0,0,0
B02885,51,28,1693,3,1,5,0,0,1
B02886,85,21,1920,3,0,1,0,0,0
B02887,53,5,4716,1,1,1,0,0,0
B02888,65,28,4636,2,1,1,0,0,0
B02889,70,27,4737,4,1,1,0,0,0
B02890,75,7,1898,3,1,1,1,0,1
B02891,67,10,2389,4,0,1,0,0,0
B02892,42,24,2315,4,1,1,0,0,0
B02893,52,23,1756,1,1,1,0,0,0
B02894,65,20,3786,4,1,1,0,0,0
B02895,80,2,3028,2,1,1,0,0,0
B02896,52,14,2692,2,1,1,0,0,0
B02897,49,14,1983,1,1,1,0,0,0
B02898,42,8,3617,3,1,1,0,0,0
B02899,90,9,1725,2,1,1,0,0,0
B02900,91,11,1003,3,0,1,0,0,1
B02901,53,23,2091,4,1,1,0,0,0
B02902,68,13,3826,2,1,1,0,0,0
B02903,67,26,2152,2,1,1,0,0,0
B02904,75,26,1227,4,1,1,0,0,0
B02905,71,12,2525,2,1,1,0,0,0
B02906,47,9,1905,3,1,1,0,0,0
B02907,24,4,1858,1,1,1,0,0,0
B02908,70,27,2600,2,1,1,0,0,0
B02909,47,25,2781,4,1,1,0,0,0
B02910,42,9,4059,2,1,1,0,0,0
B02911,50,12,3655,4,0,1,0,0,0
B02912,45,23,2501,1,1,1,0,0,0
B02913,72,2,4472,2,1,1,0,0,0
B02914,81,4,3197,3,1,1,0,0,0
B02915,79,26,4323,3,1,1,0,0,0
B02916,97,29,4854,1,1,1,0,0,0
B02917,99,19,4086,8,1,1,0,0,1
B02918,69,18,3768,1,0,1,0,0,0
B02919,67,9,4751,3,1,1,0,0,0
B02920,79,16,1926,1,1,1,0,0,0
B02921,98,26,1615,1,1,1,0,0,0
B02922,78,6,1524,3,0,1,0,0,1
B02923,73,8,3412,2,1,1,0,0,0
B02924,65,5,3817,4,1,1,0,0,0
B02925,70,24,1200,2,1,1,0,0,0
B02926,71,17,2772,4,0,1,0,0,0
B02927,68,19,3273,3,1,1,0,0,0
B02928,28,3,3347,1,1,3,0,0,1
B02929,66,19,4739,4,1,1,0,0,0
B02930,78,19,4192,2,1,1,0,0,0
B02931,43,2,1328,4,1,1,0,0,0
B02932,73,9,1148,2,1,1,0,0,0
B02933,71,22,1388,1,1,1,0,0,0
B02934,70,24,3368,3,1,1,0,0,0
B02935,77,20,2964,4,1,3,0,0,1
B02936,62,24,1976,4,1,1,0,0,0
B02937,69,22,4889,3,1,1,0,0,0
B02938,36,14,1990,2,1,1,0,0,0
B02939,95,20,4381,3,0,1,0,0,0
B02940,40,360,4517,1,1,1,0,0,1
B02941,81,18,4468,3,1,1,0,0,0
B02942,49,4,1179,2,0,1,0,0,0
B02943,45,22,4086,2,1,1,0,0,0
B02944,79,4,4933,1,1,1,0,0,0
B02945,79,11,3107,4,1,1,0,0,0
B02946,56,15,4621,1,1,1,0,0,0
B02947,60,6,1945,1,1,1,0,0,0
B02948,68,6,3446,3,1,1,0,0,0
B02949,23,3,2864,2,0,1,0,0,0
B02950,68,18,4076,3,1,1,0,0,0
B02951,49,7,4753,2,1,1,0,0,0
B02952,46,10,3643,2,1,1,0,0,0
B02953,54,6,2723,4,1,1,0,0,0
B02954,60,15,2153,3,1,1,0,0,0
B02955,56,239,2377,4,1,1,0,0,1
B02956,67,12,4076,4,0,1,0,0,1
B02957,74,14,2874,4,1,1,0,0,0
B02958,45,4,2721,3,1,1,0,0,0
B02959,94,26,3041,2,1,1,0,0,0
B02960,59,16,2545,2,1,1,0,0,0
B02961,79,21,2914,3,1,1,0,0,0
B02962,56,28,3473,1,1,5,0,0,1
B02963,50,21,3149,4,1,1,0,0,0
B02964,96,1,3442,4,1,1,1,0,1
B02965,62,15,4109,3,1,1,0,0,0
B02966,72,21,3614,4,1,1,0,0,0
B02967,72,237,1437,4,1,1,0,0,1
B02968,64,3,1168,4,1,1,0,0,0
B02969,71,19,2350,2,1,1,0,0,0
B02970,69,22,4320,4,1,1,0,0,0
B02971,69,5,4416,3,1,1,0,0,0
B02972,85,5,1932,4,1,1,1,0,1
B02973,88,11,3914,4,1,1,1,0,1
B02974,67,14,1789,3,1,1,0,0,0
B02975,53,9,4241,2,1,1,0,0,0
B02976,68,14,1454,1,1,1,0,0,0
B02977,69,1,1453,1,0,1,0,0,0
B02978,65,21,3014,1,1,1,0,0,0
B02979,68,3,1795,4,0,1,0,0,0
B02980,60,6,4606,3,1,1,0,0,0
B02981,56,28,3598,1,1,1,0,0,0
B02982,40,12,4536,1,0,1,0,0,0
B02983,52,26,1987,1,1,1,0,0,0
B02984,78,19,1322,4,1,1,0,0,0
B02985,89,4,2573,4,1,1,1,0,1
B02986,39,1,1803,2,1,1,0,0,0
B02987,89,27,4992,1,1,1,0,0,0
B02988,44,17,3940,4,0,1,0,0,1
B02989,78,7,2671,5,1,1,1,0,1
B02990,22,26,3809,2,1,1,0,0,0
B02991,61,2,1826,2,1,1,0,0,0
B02992,70,14,2040,2,1,1,0,0,0
B02993,65,16,4233,2,0,1,0,0,0
B02994,90,7,1575,4,1,1,0,0,0
B02995,50,11,3154,4,1,1,0,0,0
B02996,75,28,4019,2,1,1,0,0,0
B02997,61,1,2630,2,1,1,0,0,0
B02998,62,22,4460,1,1,1,0,0,0
B02999,49,8,4297,4,1,1,0,0,0
B03000,61,9,3461,3,1,1,0,0,0
B03001,40,11,2375,4,1,1,0,0,0
B03002,64,25,4509,2,1,1,0,0,0
B03003,59,29,2308,4,1,1,0,0,0
B03004,59,13,4564,1,1,1,0,0,0
B03005,70,4,2932,3,1,1,0,0,0
B03006,75,13,1489,4,1,1,0,0,0
B03007,70,11,3290,3,1,1,0,0,0
B03008,64,13,1161,4,1,1,0,0,0
B03009,73,22,1708,1,1,1,0,0,0
B03010,77,21,1489,1,1,1,0,0,0
B03011,82,28,3472,2,1,1,0,0,0
B03012,69,14,4511,4,1,1,0,0,0
B03013,66,18,2177,3,1,1,0,0,0
B03014,48,17,4957,3,1,1,0,0,0
B03015,29,29,3873,4,1,1,0,0,0
B03016,37,18,1936,9,1,1,0,0,1
B03017,68,16,3491,4,1,1,0,0,0
B03018,39,6,3492,2,1,1,0,0,0
B03019,78,16,1528,2,1,1,0,0,0
B03020,75,28,1084,4,1,1,0,0,0
B03021,75,16,4975,4,1,5,0,0,1
B03022,50,4,3558,2,1,1,0,0,0
